r(1st stage) = 7014.279, v=8.347 time=0.0
r(1st stage) = 13541.486, v=3.858 time=0.028954848826995425
r(1st stage) = 13540.747, v=3.859 time=0.028976344631618287
r(1st stage) = 13540.003, v=3.859 time=0.02899784043624115
r(1st stage) = 13539.253, v=3.859 time=0.029019336240864013
r(1st stage) = 13538.497, v=3.860 time=0.029040832045486874
r(1st stage) = 13537.736, v=3.860 time=0.02906232785010974
r(1st stage) = 13536.968, v=3.861 time=0.0290838236547326
r(1st stage) = 13536.195, v=3.861 time=0.02910531945935546
r(1st stage) = 13535.416, v=3.862 time=0.029126815263978322
r(1st stage) = 13534.630, v=3.862 time=0.029148311068601187
r(1st stage) = 13533.840, v=3.862 time=0.029169806873224048
r(1st stage) = 13533.043, v=3.863 time=0.02919130267784691
r(1st stage) = 13532.240, v=3.863 time=0.029212798482469774
r(1st stage) = 13531.431, v=3.864 time=0.029234294287092635
r(1st stage) = 13530.617, v=3.864 time=0.029255790091715497
r(1st stage) = 13529.796, v=3.865 time=0.029277285896338358
r(1st stage) = 13528.970, v=3.865 time=0.029298781700961223
r(1st stage) = 13528.137, v=3.866 time=0.029320277505584084
r(1st stage) = 13527.299, v=3.866 time=0.029341773310206945
r(1st stage) = 13526.454, v=3.867 time=0.02936326911482981
r(1st stage) = 13525.604, v=3.867 time=0.02938476491945267
r(1st stage) = 13524.748, v=3.868 time=0.029406260724075532
r(1st stage) = 13523.885, v=3.868 time=0.029427756528698393
r(1st stage) = 13523.017, v=3.869 time=0.029449252333321258
r(1st stage) = 13522.142, v=3.869 time=0.02947074813794412
r(1st stage) = 13521.261, v=3.870 time=0.02949224394256698
r(1st stage) = 13520.375, v=3.870 time=0.029513739747189845
r(1st stage) = 13519.482, v=3.871 time=0.029535235551812707
r(1st stage) = 13518.583, v=3.871 time=0.029556731356435568
r(1st stage) = 13517.678, v=3.872 time=0.02957822716105843
r(1st stage) = 13516.767, v=3.872 time=0.029599722965681294
r(1st stage) = 13515.849, v=3.873 time=0.029621218770304155
r(1st stage) = 13514.926, v=3.873 time=0.029642714574927016
r(1st stage) = 13513.996, v=3.874 time=0.02966421037954988
r(1st stage) = 13513.060, v=3.874 time=0.029685706184172742
r(1st stage) = 13512.118, v=3.875 time=0.029707201988795603
r(1st stage) = 13511.170, v=3.875 time=0.029728697793418465
r(1st stage) = 13510.215, v=3.876 time=0.02975019359804133
r(1st stage) = 13509.255, v=3.876 time=0.02977168940266419
r(1st stage) = 13508.287, v=3.877 time=0.029793185207287052
r(1st stage) = 13507.314, v=3.877 time=0.029814681011909917
r(1st stage) = 13506.334, v=3.878 time=0.029836176816532778
r(1st stage) = 13505.349, v=3.878 time=0.02985767262115564
r(1st stage) = 13504.356, v=3.879 time=0.0298791684257785
r(1st stage) = 13503.358, v=3.880 time=0.029900664230401365
r(1st stage) = 13502.353, v=3.880 time=0.029922160035024226
r(1st stage) = 13501.341, v=3.881 time=0.029943655839647088
r(1st stage) = 13500.324, v=3.881 time=0.029965151644269952
r(1st stage) = 13499.300, v=3.882 time=0.029986647448892814
r(1st stage) = 13498.269, v=3.882 time=0.030008143253515675
r(1st stage) = 13497.232, v=3.883 time=0.030029639058138536
r(1st stage) = 13496.189, v=3.884 time=0.0300511348627614
r(1st stage) = 13495.139, v=3.884 time=0.030072630667384262
r(1st stage) = 13494.082, v=3.885 time=0.030094126472007123
r(1st stage) = 13493.020, v=3.885 time=0.030115622276629988
r(1st stage) = 13491.950, v=3.886 time=0.03013711808125285
r(1st stage) = 13490.874, v=3.887 time=0.03015861388587571
r(1st stage) = 13489.792, v=3.887 time=0.03018010969049857
r(1st stage) = 13488.703, v=3.888 time=0.030201605495121436
r(1st stage) = 13487.608, v=3.888 time=0.030223101299744298
r(1st stage) = 13486.506, v=3.889 time=0.03024459710436716
r(1st stage) = 13485.397, v=3.890 time=0.030266092908990024
r(1st stage) = 13484.282, v=3.890 time=0.030287588713612885
r(1st stage) = 13483.160, v=3.891 time=0.030309084518235746
r(1st stage) = 13482.031, v=3.892 time=0.030330580322858607
r(1st stage) = 13480.896, v=3.892 time=0.030352076127481472
r(1st stage) = 13479.754, v=3.893 time=0.030373571932104333
r(1st stage) = 13478.605, v=3.894 time=0.030395067736727194
r(1st stage) = 13477.450, v=3.894 time=0.030416563541350056
r(1st stage) = 13476.288, v=3.895 time=0.03043805934597292
r(1st stage) = 13475.119, v=3.896 time=0.03045955515059578
r(1st stage) = 13473.943, v=3.896 time=0.030481050955218643
r(1st stage) = 13472.761, v=3.897 time=0.030502546759841508
r(1st stage) = 13471.572, v=3.898 time=0.03052404256446437
r(1st stage) = 13470.376, v=3.898 time=0.03054553836908723
r(1st stage) = 13469.173, v=3.899 time=0.03056703417371009
r(1st stage) = 13467.963, v=3.900 time=0.030588529978332956
r(1st stage) = 13466.747, v=3.900 time=0.030610025782955817
r(1st stage) = 13465.523, v=3.901 time=0.03063152158757868
r(1st stage) = 13464.293, v=3.902 time=0.030653017392201543
r(1st stage) = 13463.055, v=3.902 time=0.030674513196824404
r(1st stage) = 13461.811, v=3.903 time=0.030696009001447266
r(1st stage) = 13460.560, v=3.904 time=0.030717504806070127
r(1st stage) = 13459.302, v=3.904 time=0.03073900061069299
r(1st stage) = 13458.037, v=3.905 time=0.030760496415315853
r(1st stage) = 13456.765, v=3.906 time=0.030781992219938714
r(1st stage) = 13455.485, v=3.907 time=0.03080348802456158
r(1st stage) = 13454.199, v=3.907 time=0.03082498382918444
r(1st stage) = 13452.906, v=3.908 time=0.0308464796338073
r(1st stage) = 13451.605, v=3.909 time=0.030867975438430163
r(1st stage) = 13450.298, v=3.909 time=0.030889471243053027
r(1st stage) = 13448.983, v=3.910 time=0.03091096704767589
r(1st stage) = 13447.662, v=3.911 time=0.03093246285229875
r(1st stage) = 13446.333, v=3.912 time=0.030953958656921614
r(1st stage) = 13444.997, v=3.912 time=0.030975454461544476
r(1st stage) = 13443.653, v=3.913 time=0.030996950266167337
r(1st stage) = 13442.303, v=3.914 time=0.031018446070790198
r(1st stage) = 13440.945, v=3.915 time=0.031039941875413063
r(1st stage) = 13439.580, v=3.916 time=0.031061437680035924
r(1st stage) = 13438.208, v=3.916 time=0.031082933484658785
r(1st stage) = 13436.829, v=3.917 time=0.03110442928928165
r(1st stage) = 13435.442, v=3.918 time=0.03112592509390451
r(1st stage) = 13434.048, v=3.919 time=0.031147420898527373
r(1st stage) = 13432.646, v=3.919 time=0.031168916703150234
r(1st stage) = 13431.237, v=3.920 time=0.0311904125077731
r(1st stage) = 13429.821, v=3.921 time=0.03121190831239596
r(1st stage) = 13428.397, v=3.922 time=0.03123340411701882
r(1st stage) = 13426.966, v=3.923 time=0.03125489992164168
r(1st stage) = 13425.528, v=3.923 time=0.03127639572626455
r(1st stage) = 13424.082, v=3.924 time=0.03129789153088741
r(1st stage) = 13422.628, v=3.925 time=0.03131938733551027
r(1st stage) = 13421.167, v=3.926 time=0.031340883140133134
r(1st stage) = 13419.699, v=3.927 time=0.031362378944756
r(1st stage) = 13418.223, v=3.928 time=0.03138387474937886
r(1st stage) = 13416.739, v=3.928 time=0.03140537055400172
r(1st stage) = 13415.248, v=3.929 time=0.03142686635862458
r(1st stage) = 13413.749, v=3.930 time=0.031448362163247444
r(1st stage) = 13412.243, v=3.931 time=0.03146985796787031
r(1st stage) = 13410.729, v=3.932 time=0.031491353772493166
r(1st stage) = 13409.207, v=3.933 time=0.03151284957711603
r(1st stage) = 13407.678, v=3.934 time=0.031534345381738896
r(1st stage) = 13406.140, v=3.934 time=0.031555841186361754
r(1st stage) = 13404.596, v=3.935 time=0.03157733699098462
r(1st stage) = 13403.043, v=3.936 time=0.03159883279560748
r(1st stage) = 13401.483, v=3.937 time=0.03162032860023034
r(1st stage) = 13399.915, v=3.938 time=0.031641824404853205
r(1st stage) = 13398.339, v=3.939 time=0.03166332020947607
r(1st stage) = 13396.755, v=3.940 time=0.03168481601409893
r(1st stage) = 13395.163, v=3.941 time=0.03170631181872179
r(1st stage) = 13393.564, v=3.941 time=0.03172780762334465
r(1st stage) = 13391.956, v=3.942 time=0.031749303427967515
r(1st stage) = 13390.341, v=3.943 time=0.03177079923259038
r(1st stage) = 13388.718, v=3.944 time=0.03179229503721324
r(1st stage) = 13387.087, v=3.945 time=0.0318137908418361
r(1st stage) = 13385.447, v=3.946 time=0.03183528664645897
r(1st stage) = 13383.800, v=3.947 time=0.031856782451081825
r(1st stage) = 13382.145, v=3.948 time=0.03187827825570469
r(1st stage) = 13380.482, v=3.949 time=0.031899774060327554
r(1st stage) = 13378.810, v=3.950 time=0.03192126986495041
r(1st stage) = 13377.131, v=3.951 time=0.03194276566957328
r(1st stage) = 13375.444, v=3.952 time=0.03196426147419614
r(1st stage) = 13373.748, v=3.953 time=0.031985757278819
r(1st stage) = 13372.044, v=3.954 time=0.032007253083441864
r(1st stage) = 13370.332, v=3.955 time=0.03202874888806472
r(1st stage) = 13368.612, v=3.956 time=0.032050244692687586
r(1st stage) = 13366.884, v=3.957 time=0.03207174049731045
r(1st stage) = 13365.147, v=3.957 time=0.03209323630193331
r(1st stage) = 13363.402, v=3.958 time=0.032114732106556174
r(1st stage) = 13361.649, v=3.959 time=0.03213622791117904
r(1st stage) = 13359.887, v=3.960 time=0.032157723715801896
r(1st stage) = 13358.118, v=3.961 time=0.03217921952042476
r(1st stage) = 13356.339, v=3.962 time=0.032200715325047626
r(1st stage) = 13354.553, v=3.963 time=0.03222221112967048
r(1st stage) = 13352.758, v=3.964 time=0.03224370693429335
r(1st stage) = 13350.954, v=3.965 time=0.03226520273891621
r(1st stage) = 13349.143, v=3.967 time=0.03228669854353907
r(1st stage) = 13347.322, v=3.968 time=0.032308194348161935
r(1st stage) = 13345.494, v=3.969 time=0.03232969015278479
r(1st stage) = 13343.656, v=3.970 time=0.03235118595740766
r(1st stage) = 13341.810, v=3.971 time=0.03237268176203052
r(1st stage) = 13339.956, v=3.972 time=0.03239417756665338
r(1st stage) = 13338.093, v=3.973 time=0.032415673371276245
r(1st stage) = 13336.221, v=3.974 time=0.03243716917589911
r(1st stage) = 13334.341, v=3.975 time=0.03245866498052197
r(1st stage) = 13332.452, v=3.976 time=0.03248016078514483
r(1st stage) = 13330.555, v=3.977 time=0.0325016565897677
r(1st stage) = 13328.649, v=3.978 time=0.032523152394390555
r(1st stage) = 13326.734, v=3.979 time=0.03254464819901342
r(1st stage) = 13324.810, v=3.980 time=0.032566144003636284
r(1st stage) = 13322.877, v=3.981 time=0.03258763980825914
r(1st stage) = 13320.936, v=3.982 time=0.032609135612882006
r(1st stage) = 13318.986, v=3.984 time=0.032630631417504864
r(1st stage) = 13317.027, v=3.985 time=0.03265212722212773
r(1st stage) = 13315.059, v=3.986 time=0.032673623026750594
r(1st stage) = 13313.082, v=3.987 time=0.03269511883137345
r(1st stage) = 13311.097, v=3.988 time=0.032716614635996316
r(1st stage) = 13309.102, v=3.989 time=0.03273811044061918
r(1st stage) = 13307.099, v=3.990 time=0.03275960624524204
r(1st stage) = 13305.086, v=3.991 time=0.0327811020498649
r(1st stage) = 13303.065, v=3.993 time=0.03280259785448777
r(1st stage) = 13301.034, v=3.994 time=0.032824093659110626
r(1st stage) = 13298.994, v=3.995 time=0.03284558946373349
r(1st stage) = 13296.946, v=3.996 time=0.032867085268356355
r(1st stage) = 13294.888, v=3.997 time=0.03288858107297921
r(1st stage) = 13292.821, v=3.998 time=0.03291007687760208
r(1st stage) = 13290.745, v=3.999 time=0.032931572682224935
r(1st stage) = 13288.659, v=4.001 time=0.0329530684868478
r(1st stage) = 13286.565, v=4.002 time=0.032974564291470665
r(1st stage) = 13284.461, v=4.003 time=0.03299606009609352
r(1st stage) = 13282.348, v=4.004 time=0.03301755590071639
r(1st stage) = 13280.225, v=4.005 time=0.03303905170533925
r(1st stage) = 13278.094, v=4.007 time=0.03306054750996211
r(1st stage) = 13275.953, v=4.008 time=0.033082043314584975
r(1st stage) = 13273.803, v=4.009 time=0.03310353911920784
r(1st stage) = 13271.643, v=4.010 time=0.0331250349238307
r(1st stage) = 13269.474, v=4.011 time=0.03314653072845356
r(1st stage) = 13267.295, v=4.013 time=0.03316802653307642
r(1st stage) = 13265.107, v=4.014 time=0.033189522337699284
r(1st stage) = 13262.910, v=4.015 time=0.03321101814232215
r(1st stage) = 13260.702, v=4.016 time=0.03323251394694501
r(1st stage) = 13258.486, v=4.018 time=0.03325400975156787
r(1st stage) = 13256.260, v=4.019 time=0.033275505556190736
r(1st stage) = 13254.024, v=4.020 time=0.033297001360813594
r(1st stage) = 13251.779, v=4.021 time=0.03331849716543646
r(1st stage) = 13249.524, v=4.023 time=0.03333999297005932
r(1st stage) = 13247.259, v=4.024 time=0.03336148877468218
r(1st stage) = 13244.985, v=4.025 time=0.033382984579305046
r(1st stage) = 13242.701, v=4.027 time=0.03340448038392791
r(1st stage) = 13240.407, v=4.028 time=0.03342597618855077
r(1st stage) = 13238.103, v=4.029 time=0.03344747199317363
r(1st stage) = 13235.790, v=4.030 time=0.03346896779779649
r(1st stage) = 13233.466, v=4.032 time=0.033490463602419356
r(1st stage) = 13231.133, v=4.033 time=0.03351195940704222
r(1st stage) = 13228.790, v=4.034 time=0.03353345521166508
r(1st stage) = 13226.438, v=4.036 time=0.03355495101628794
r(1st stage) = 13224.075, v=4.037 time=0.03357644682091081
r(1st stage) = 13221.702, v=4.038 time=0.033597942625533665
r(1st stage) = 13219.319, v=4.040 time=0.03361943843015653
r(1st stage) = 13216.927, v=4.041 time=0.033640934234779395
r(1st stage) = 13214.524, v=4.042 time=0.03366243003940225
r(1st stage) = 13212.111, v=4.044 time=0.03368392584402512
r(1st stage) = 13209.688, v=4.045 time=0.03370542164864798
r(1st stage) = 13207.255, v=4.047 time=0.03372691745327084
r(1st stage) = 13204.812, v=4.048 time=0.033748413257893704
r(1st stage) = 13202.359, v=4.049 time=0.03376990906251656
r(1st stage) = 13199.895, v=4.051 time=0.03379140486713943
r(1st stage) = 13197.421, v=4.052 time=0.03381290067176229
r(1st stage) = 13194.937, v=4.054 time=0.03383439647638515
r(1st stage) = 13192.443, v=4.055 time=0.033855892281008014
r(1st stage) = 13189.938, v=4.056 time=0.03387738808563088
r(1st stage) = 13187.423, v=4.058 time=0.033898883890253736
r(1st stage) = 13184.898, v=4.059 time=0.0339203796948766
r(1st stage) = 13182.362, v=4.061 time=0.033941875499499466
r(1st stage) = 13179.816, v=4.062 time=0.033963371304122324
r(1st stage) = 13177.260, v=4.064 time=0.03398486710874519
r(1st stage) = 13174.693, v=4.065 time=0.03400636291336805
r(1st stage) = 13172.115, v=4.066 time=0.03402785871799091
r(1st stage) = 13169.527, v=4.068 time=0.034049354522613776
r(1st stage) = 13166.929, v=4.069 time=0.03407085032723663
r(1st stage) = 13164.320, v=4.071 time=0.0340923461318595
r(1st stage) = 13161.700, v=4.072 time=0.03411384193648236
r(1st stage) = 13159.070, v=4.074 time=0.03413533774110522
r(1st stage) = 13156.429, v=4.075 time=0.034156833545728085
r(1st stage) = 13153.777, v=4.077 time=0.03417832935035095
r(1st stage) = 13151.114, v=4.078 time=0.03419982515497381
r(1st stage) = 13148.441, v=4.080 time=0.03422132095959667
r(1st stage) = 13145.757, v=4.081 time=0.03424281676421954
r(1st stage) = 13143.063, v=4.083 time=0.034264312568842395
r(1st stage) = 13140.357, v=4.084 time=0.03428580837346526
r(1st stage) = 13137.641, v=4.086 time=0.034307304178088124
r(1st stage) = 13134.913, v=4.087 time=0.03432879998271098
r(1st stage) = 13132.175, v=4.089 time=0.03435029578733385
r(1st stage) = 13129.426, v=4.091 time=0.034371791591956705
r(1st stage) = 13126.666, v=4.092 time=0.03439328739657957
r(1st stage) = 13123.895, v=4.094 time=0.034414783201202434
r(1st stage) = 13121.112, v=4.095 time=0.03443627900582529
r(1st stage) = 13118.319, v=4.097 time=0.03445777481044816
r(1st stage) = 13115.515, v=4.098 time=0.03447927061507102
r(1st stage) = 13112.700, v=4.100 time=0.03450076641969388
r(1st stage) = 13109.873, v=4.102 time=0.034522262224316744
r(1st stage) = 13107.035, v=4.103 time=0.03454375802893961
r(1st stage) = 13104.187, v=4.105 time=0.034565253833562466
r(1st stage) = 13101.326, v=4.106 time=0.03458674963818533
r(1st stage) = 13098.455, v=4.108 time=0.034608245442808196
r(1st stage) = 13095.573, v=4.110 time=0.03462974124743105
r(1st stage) = 13092.679, v=4.111 time=0.03465123705205392
r(1st stage) = 13089.773, v=4.113 time=0.034672732856676776
r(1st stage) = 13086.857, v=4.115 time=0.03469422866129964
r(1st stage) = 13083.929, v=4.116 time=0.034715724465922505
r(1st stage) = 13080.989, v=4.118 time=0.03473722027054536
r(1st stage) = 13078.038, v=4.120 time=0.03475871607516823
r(1st stage) = 13075.076, v=4.121 time=0.03478021187979109
r(1st stage) = 13072.102, v=4.123 time=0.03480170768441395
r(1st stage) = 13069.117, v=4.125 time=0.034823203489036815
r(1st stage) = 13066.120, v=4.126 time=0.03484469929365968
r(1st stage) = 13063.111, v=4.128 time=0.03486619509828254
r(1st stage) = 13060.091, v=4.130 time=0.0348876909029054
r(1st stage) = 13057.059, v=4.131 time=0.03490918670752827
r(1st stage) = 13054.016, v=4.133 time=0.034930682512151125
r(1st stage) = 13050.961, v=4.135 time=0.03495217831677399
r(1st stage) = 13047.894, v=4.137 time=0.03497367412139685
r(1st stage) = 13044.815, v=4.138 time=0.03499516992601971
r(1st stage) = 13041.725, v=4.140 time=0.03501666573064258
r(1st stage) = 13038.622, v=4.142 time=0.035038161535265434
r(1st stage) = 13035.508, v=4.144 time=0.0350596573398883
r(1st stage) = 13032.382, v=4.145 time=0.035081153144511164
r(1st stage) = 13029.244, v=4.147 time=0.03510264894913402
r(1st stage) = 13026.094, v=4.149 time=0.035124144753756886
r(1st stage) = 13022.933, v=4.151 time=0.03514564055837975
r(1st stage) = 13019.759, v=4.153 time=0.03516713636300261
r(1st stage) = 13016.573, v=4.154 time=0.03518863216762547
r(1st stage) = 13013.375, v=4.156 time=0.03521012797224834
r(1st stage) = 13010.165, v=4.158 time=0.035231623776871196
r(1st stage) = 13006.943, v=4.160 time=0.03525311958149406
r(1st stage) = 13003.708, v=4.162 time=0.03527461538611692
r(1st stage) = 13000.462, v=4.164 time=0.03529611119073978
r(1st stage) = 12997.203, v=4.165 time=0.03531760699536265
r(1st stage) = 12993.933, v=4.167 time=0.035339102799985506
r(1st stage) = 12990.649, v=4.169 time=0.03536059860460837
r(1st stage) = 12987.354, v=4.171 time=0.035382094409231235
r(1st stage) = 12984.046, v=4.173 time=0.03540359021385409
r(1st stage) = 12980.726, v=4.175 time=0.03542508601847696
r(1st stage) = 12977.394, v=4.177 time=0.03544658182309982
r(1st stage) = 12974.049, v=4.178 time=0.03546807762772268
r(1st stage) = 12970.692, v=4.180 time=0.035489573432345545
r(1st stage) = 12967.322, v=4.182 time=0.03551106923696841
r(1st stage) = 12963.940, v=4.184 time=0.03553256504159127
r(1st stage) = 12960.545, v=4.186 time=0.03555406084621413
r(1st stage) = 12957.138, v=4.188 time=0.03557555665083699
r(1st stage) = 12953.718, v=4.190 time=0.035597052455459854
r(1st stage) = 12950.285, v=4.192 time=0.03561854826008272
r(1st stage) = 12946.840, v=4.194 time=0.03564004406470558
r(1st stage) = 12943.382, v=4.196 time=0.03566153986932844
r(1st stage) = 12939.912, v=4.198 time=0.035683035673951306
r(1st stage) = 12936.429, v=4.200 time=0.035704531478574164
r(1st stage) = 12932.933, v=4.202 time=0.03572602728319703
r(1st stage) = 12929.424, v=4.204 time=0.035747523087819894
r(1st stage) = 12925.902, v=4.206 time=0.03576901889244275
r(1st stage) = 12922.368, v=4.208 time=0.035790514697065616
r(1st stage) = 12918.820, v=4.210 time=0.03581201050168848
r(1st stage) = 12915.260, v=4.212 time=0.03583350630631134
r(1st stage) = 12911.687, v=4.214 time=0.0358550021109342
r(1st stage) = 12908.101, v=4.216 time=0.03587649791555706
r(1st stage) = 12904.502, v=4.218 time=0.035897993720179926
r(1st stage) = 12900.890, v=4.220 time=0.03591948952480279
r(1st stage) = 12897.264, v=4.222 time=0.03594098532942565
r(1st stage) = 12893.626, v=4.224 time=0.03596248113404851
r(1st stage) = 12889.975, v=4.226 time=0.03598397693867138
r(1st stage) = 12886.310, v=4.228 time=0.036005472743294235
r(1st stage) = 12882.633, v=4.230 time=0.0360269685479171
r(1st stage) = 12878.942, v=4.232 time=0.036048464352539965
r(1st stage) = 12875.238, v=4.235 time=0.03606996015716282
r(1st stage) = 12871.520, v=4.237 time=0.03609145596178569
r(1st stage) = 12867.790, v=4.239 time=0.03611295176640855
r(1st stage) = 12864.046, v=4.241 time=0.03613444757103141
r(1st stage) = 12860.288, v=4.243 time=0.036155943375654274
r(1st stage) = 12856.518, v=4.245 time=0.03617743918027713
r(1st stage) = 12852.734, v=4.247 time=0.0361989349849
r(1st stage) = 12848.935, v=4.249 time=0.03622043078952286
r(1st stage) = 12845.124, v=4.252 time=0.03624192659414572
r(1st stage) = 12841.300, v=4.254 time=0.036263422398768584
r(1st stage) = 12837.462, v=4.256 time=0.03628491820339145
r(1st stage) = 12833.610, v=4.258 time=0.03630641400801431
r(1st stage) = 12829.745, v=4.260 time=0.03632790981263717
r(1st stage) = 12825.867, v=4.263 time=0.036349405617260036
r(1st stage) = 12821.974, v=4.265 time=0.036370901421882894
r(1st stage) = 12818.068, v=4.267 time=0.03639239722650576
r(1st stage) = 12814.148, v=4.269 time=0.03641389303112862
r(1st stage) = 12810.215, v=4.271 time=0.03643538883575148
r(1st stage) = 12806.268, v=4.274 time=0.036456884640374346
r(1st stage) = 12802.307, v=4.276 time=0.036478380444997204
r(1st stage) = 12798.332, v=4.278 time=0.03649987624962007
r(1st stage) = 12794.343, v=4.281 time=0.03652137205424293
r(1st stage) = 12790.341, v=4.283 time=0.03654286785886579
r(1st stage) = 12786.324, v=4.285 time=0.036564363663488655
r(1st stage) = 12782.294, v=4.287 time=0.03658585946811152
r(1st stage) = 12778.250, v=4.290 time=0.03660735527273438
r(1st stage) = 12774.191, v=4.292 time=0.03662885107735724
r(1st stage) = 12770.119, v=4.294 time=0.03665034688198011
r(1st stage) = 12766.032, v=4.297 time=0.036671842686602965
r(1st stage) = 12761.932, v=4.299 time=0.03669333849122583
r(1st stage) = 12757.817, v=4.301 time=0.036714834295848695
r(1st stage) = 12753.689, v=4.304 time=0.03673633010047155
r(1st stage) = 12749.546, v=4.306 time=0.03675782590509442
r(1st stage) = 12745.389, v=4.308 time=0.036779321709717275
r(1st stage) = 12741.218, v=4.311 time=0.03680081751434014
r(1st stage) = 12737.032, v=4.313 time=0.036822313318963004
r(1st stage) = 12732.832, v=4.316 time=0.03684380912358586
r(1st stage) = 12728.618, v=4.318 time=0.03686530492820873
r(1st stage) = 12724.390, v=4.320 time=0.03688680073283159
r(1st stage) = 12720.147, v=4.323 time=0.03690829653745445
r(1st stage) = 12715.890, v=4.325 time=0.036929792342077314
r(1st stage) = 12711.618, v=4.328 time=0.03695128814670018
r(1st stage) = 12707.332, v=4.330 time=0.036972783951323036
r(1st stage) = 12703.031, v=4.333 time=0.0369942797559459
r(1st stage) = 12698.716, v=4.335 time=0.037015775560568766
r(1st stage) = 12694.387, v=4.337 time=0.037037271365191624
r(1st stage) = 12690.043, v=4.340 time=0.03705876716981449
r(1st stage) = 12685.684, v=4.342 time=0.037080262974437346
r(1st stage) = 12681.310, v=4.345 time=0.03710175877906021
r(1st stage) = 12676.922, v=4.347 time=0.037123254583683075
r(1st stage) = 12672.520, v=4.350 time=0.03714475038830593
r(1st stage) = 12668.102, v=4.352 time=0.0371662461929288
r(1st stage) = 12663.670, v=4.355 time=0.03718774199755166
r(1st stage) = 12659.223, v=4.358 time=0.03720923780217452
r(1st stage) = 12654.761, v=4.360 time=0.037230733606797385
r(1st stage) = 12650.285, v=4.363 time=0.03725222941142025
r(1st stage) = 12645.794, v=4.365 time=0.03727372521604311
r(1st stage) = 12641.287, v=4.368 time=0.03729522102066597
r(1st stage) = 12636.766, v=4.370 time=0.03731671682528884
r(1st stage) = 12632.230, v=4.373 time=0.037338212629911695
r(1st stage) = 12627.679, v=4.376 time=0.03735970843453456
r(1st stage) = 12623.113, v=4.378 time=0.03738120423915742
r(1st stage) = 12618.532, v=4.381 time=0.03740270004378028
r(1st stage) = 12613.936, v=4.383 time=0.03742419584840315
r(1st stage) = 12609.325, v=4.386 time=0.037445691653026004
r(1st stage) = 12604.698, v=4.389 time=0.03746718745764887
r(1st stage) = 12600.057, v=4.391 time=0.037488683262271734
r(1st stage) = 12595.400, v=4.394 time=0.03751017906689459
r(1st stage) = 12590.729, v=4.397 time=0.037531674871517456
r(1st stage) = 12586.042, v=4.399 time=0.03755317067614032
r(1st stage) = 12581.339, v=4.402 time=0.03757466648076318
r(1st stage) = 12576.622, v=4.405 time=0.037596162285386044
r(1st stage) = 12571.889, v=4.407 time=0.03761765809000891
r(1st stage) = 12567.141, v=4.410 time=0.037639153894631766
r(1st stage) = 12562.378, v=4.413 time=0.03766064969925463
r(1st stage) = 12557.599, v=4.416 time=0.03768214550387749
r(1st stage) = 12552.805, v=4.418 time=0.03770364130850035
r(1st stage) = 12547.995, v=4.421 time=0.03772513711312322
r(1st stage) = 12543.170, v=4.424 time=0.037746632917746076
r(1st stage) = 12538.330, v=4.427 time=0.03776812872236894
r(1st stage) = 12533.473, v=4.429 time=0.037789624526991805
r(1st stage) = 12528.602, v=4.432 time=0.03781112033161466
r(1st stage) = 12523.715, v=4.435 time=0.03783261613623753
r(1st stage) = 12518.812, v=4.438 time=0.03785411194086039
r(1st stage) = 12513.894, v=4.441 time=0.03787560774548325
r(1st stage) = 12508.960, v=4.443 time=0.037897103550106115
r(1st stage) = 12504.010, v=4.446 time=0.03791859935472898
r(1st stage) = 12499.045, v=4.449 time=0.03794009515935184
r(1st stage) = 12494.064, v=4.452 time=0.0379615909639747
r(1st stage) = 12489.067, v=4.455 time=0.03798308676859756
r(1st stage) = 12484.054, v=4.458 time=0.038004582573220425
r(1st stage) = 12479.026, v=4.461 time=0.03802607837784329
r(1st stage) = 12473.982, v=4.464 time=0.03804757418246615
r(1st stage) = 12468.921, v=4.466 time=0.03806906998708901
r(1st stage) = 12463.845, v=4.469 time=0.038090565791711876
r(1st stage) = 12458.754, v=4.472 time=0.038112061596334734
r(1st stage) = 12453.646, v=4.475 time=0.0381335574009576
r(1st stage) = 12448.522, v=4.478 time=0.038155053205580464
r(1st stage) = 12443.382, v=4.481 time=0.03817654901020332
r(1st stage) = 12438.227, v=4.484 time=0.038198044814826186
r(1st stage) = 12433.055, v=4.487 time=0.03821954061944905
r(1st stage) = 12427.867, v=4.490 time=0.03824103642407191
r(1st stage) = 12422.663, v=4.493 time=0.03826253222869477
r(1st stage) = 12417.443, v=4.496 time=0.03828402803331763
r(1st stage) = 12412.207, v=4.499 time=0.038305523837940496
r(1st stage) = 12406.955, v=4.502 time=0.03832701964256336
r(1st stage) = 12401.686, v=4.505 time=0.03834851544718622
r(1st stage) = 12396.402, v=4.508 time=0.03837001125180908
r(1st stage) = 12391.101, v=4.511 time=0.03839150705643195
r(1st stage) = 12385.784, v=4.514 time=0.038413002861054805
r(1st stage) = 12380.450, v=4.517 time=0.03843449866567767
r(1st stage) = 12375.101, v=4.520 time=0.038455994470300535
r(1st stage) = 12369.735, v=4.523 time=0.03847749027492339
r(1st stage) = 12364.352, v=4.527 time=0.03849898607954626
r(1st stage) = 12358.953, v=4.530 time=0.03852048188416912
r(1st stage) = 12353.538, v=4.533 time=0.03854197768879198
r(1st stage) = 12348.107, v=4.536 time=0.038563473493414845
r(1st stage) = 12342.659, v=4.539 time=0.0385849692980377
r(1st stage) = 12337.194, v=4.542 time=0.03860646510266057
